,Unnamed: 0.1,Unnamed: 0,group,post_id,text,comment_id,comment_time,type,comment_pred_prob,label,emotional_analysis,emotion,score,processed_text,aspects,aspect_f
10,10,10,0,b'gAAAAABjLvrb4uCLZJ7qmzZdF24KjbQMtCCy7VD4w0B9gB-m4Iypk7TlnCzqlQNo2UM6yqIRXaNscvKGrT-ZeqduSRDJCyLTUXU2XvT2Ef4drFkqo-h9lfQ=',"80% of vaccinated ppl got cheated ....they rush to take e snake oil MRNA vaccine hoping all will be ok....but now aft 80% vaccinated e covid cases are worse thn b4 vaccine....nw e vaccinated ppl are askin ....if e vaccine reli giv protection? aft vaccine still need to wear mask? and now ppl are urge to take booster shots? thn why e hell ppl are force to take e 2 snake oil MRNA vaccines, whn it does not give protection? So how mny booster shots mus e public take to get our life back to normal? Wats goin on?",b'gAAAAABjLvrboFu9ovkgSleAytUtqvvGuFx6XN2Z8KxRR1lMctfU0m_F6f8EtOZVhGYrnR-MRzm4Cs27vjT6docad_7Gs7nBeO00yaifspYgMl8KLJFjHW8=',2021-11-24 18:53:13,comment,0.999745428562164,Vaccines_Ineffective,"{'label': 'joy', 'score': 0.9118249416351318}",joy,0.9118249416351318,of vaccinated ppl got cheated they rush to take e snake oil mrna vaccine hoping all will be ok but now aft vaccinated e covid case are worse thn vaccine nw e vaccinated ppl are askin if e vaccine reli giv protection aft vaccine still need to wear mask and now ppl are urge to take booster shot thn why e hell ppl are force to take e snake oil mrna vaccine whn it doe not give protection so how mny booster shot mu e public take to get our life back to normal wats goin on,[],
11,11,11,0,b'gAAAAABjLvrb8fF2gynq_SS7zPV41tDNRYCoMt0UoTWEuEW-zkgmZEvsYyD7KuVw3O2bUr2jOKr6gickgtYteY1rRmITqG7rSo9woaLtx66bjjH43e3QITI=',1. In 2015 bill gates went to TEDTALK and talk about future pandemic and how the world shld prepare for e nxt pandemic...and 2020 we hav a pandemic? 2. In 2017 Dr fauci ( dr death) said confidently there will be pandemic outbreak in e trump administration. ...and 2020 we hav a pandemic? 3. In 2019 november there was pandemic simultion exercise called (EVENT201) sponsored by bill gates.....and in 2020 we have a real pandemic....wow so many coincidence? Or was all tis planned years ago..? This is not a pandemic but is a PLANDEMIC....it was plan to happen....,b'gAAAAABjLvrbnAEhxbfivA0IfvXycjDbyQ3zeYKZ1_XNinX9Fs8M9VFd04cuVmTbA5TkEZrCgQSPA1pGFmln_lo0sonkoS2dSWDWjwRUQtnm0KvUs3G4SZc=',2021-11-24 18:53:13,comment,0.999714195728302,Conspiracy_VirusOrigins,"{'label': 'joy', 'score': 0.8367957472801208}",joy,0.8367957472801208,in bill gate went to tedtalk and talk about future pandemic and how the world shld prepare for e nxt pandemic and we hav a pandemic in dr fauci dr death said confidently there will be pandemic outbreak in e trump administration and we hav a pandemic in november there wa pandemic simultion exercise called event sponsored by bill gate and in we have a real pandemic wow so many coincidence or wa all ti planned year ago this is not a pandemic but is a plandemic it wa plan to happen,[],
12,12,12,0,b'gAAAAABjLvrbSgyBak70fDXDxVe1E99UdeIbih4ClxnWvwfPCwV4QgmUKncRsAvMcASF23FjxqEde-E3Ks62ryMMVwNPPEyD5LRKEOgzI4h4WiwM4f1Rz0s=',"Talk so mch abt endemic....but we are worse off thn last year. Last year 90% case were frm domitories....m ost were quraninte for 2 weeks n recovered jus like if a person gets a flu virus....hopita ls also were not over crowded or no one in ICU so foreigners hav better immune system thn us? Even though they live cluster togetr n not so good living condition....fa st forward aft 18 mths and 80% vaccinated now e cases are worse thn last year? Any one wit logic can easily see e b4 and after effect of tis covid vaccine. Is it really efrective? 1st say e vaccine will prevent e spread of covid....but it did not,... 2nd say e vaccine will help to protect us frm severe illness....nvr say wat illness.... but also it did not protect us, now e 3rd pattern is vaccine will not over crowd e hospitals? wats goin on? So who is over crowding e hospitals...e vaccinated or unvaccinated? If 80% are already vaccinated....h ow can e 20% be e cause of the over crowd in hospitals or e increase in covid cases right now? It defies all logic....",b'gAAAAABjLvrbF-poL2z2sAjPazqBVl82zB_Iiz3BzpaRvGtK8OnxL7-xmrut6Kn1Uzj0RPoE420c524oo1NEgUb71CHHtEqbwgDtTf-VI89pIt2ZayAYVDM=',2021-11-24 18:53:14,comment,0.99962830543518,Vaccines_Ineffective,"{'label': 'joy', 'score': 0.6325541138648987}",joy,0.6325541138648987,talk so mch abt endemic but we are worse off thn last year last year case were frm domitories m ost were quraninte for week n recovered jus like if a person get a flu virus hopita l also were not over crowded or no one in icu so foreigner hav better immune system thn u even though they live cluster togetr n not so good living condition fa st forward aft mths and vaccinated now e case are worse thn last year any one wit logic can easily see e and after effect of ti covid vaccine is it really efrective say e vaccine will prevent e spread of covid but it did not say e vaccine will help to protect u frm severe illness nvr say wat illness but also it did not protect u now e pattern is vaccine will not over crowd e hospital wats goin on so who is over crowding e hospital e vaccinated or unvaccinated if are already vaccinated h ow can e be e cause of the over crowd in hospital or e increase in covid case right now it defies all logic,[],
13,13,13,0,b'gAAAAABjLvrboiT2kskvpJaOJc6Kiatkx0EfaLB4jndn-7QyYLYIvmpUBmgVSkH28U_zdR4exCcjlohMP7vYlYOEoGAIiyO_ksBrJpONihY6cvnV9yOFLIk=',疯子找疯子。,b'gAAAAABjLvrbnu2dnybg3obsP3uoiIq6KPzSycyvIGh_MC5kflLnqLioP8bsQybu5E1NiCo4QqJfDRLiIn8JUtiOu4YxNzxHAIT2T51C23s4_vwFrzoH4h8=',2021-11-24 18:53:14,comment,0.999898672103881,Others,"{'label': 'joy', 'score': 0.33745819330215454}",joy,0.3374581933021545,疯子找疯子,[],
14,14,14,0,b'gAAAAABjLvrbczjxKnL3Z4yMADLZ02FQ1EzgfIBlK9ADBRjxbiLSgj30FbgLVxv8rPUcUbbVHZZejQB31WVNVK9Zh6hfS6cUfXJkEiDDyaEgEc-VOCbpufM=',https:// twitter.com/ barnes_law/ status/ 1465410844628426 752?t=6AcgQhgBO PKHw5UGEjpEDw&s =19,b'gAAAAABjLvrbktptv-7IpSynmfSuaf-5xa56VaeMSXo5kmxlfGHfekN1CBYTwtjwfqXX8bifziQSUpE8My2vHGsu9dKzCpvoRoy-TZQFM2WTq7SJJeRVDic=',2021-12-01 18:53:15,comment,0.488812655210495,Vaccines_HealthRisk,"{'label': 'joy', 'score': 0.5743985772132874}",joy,0.5743985772132874,http status t pkhw s,[],
15,15,15,0,b'gAAAAABjLvrbFDdFmDE4y-560XQf3QA12EdV-eof-4yQw2QDOib0yE48poks16n7ulNKXQxGo8CqyG3nOHH4K_kAm8AE87gUOAkZ2vOLBwn4DATPNni2_RY=',Not being a party pooper but he does realize there is no legal precedent for this? Other similar actions brought in other commonwealth countries have been shot down.,b'gAAAAABjLvrbJLzIKoovd8W0C_A86aUVrI2BcMCwoisIo4KoMRpc6o-n92LXTK4t6wQIxZVIH2VmYkUlfa6NOd04ZlmWRssFLnTA1O-hLhoTwcJxPJY97s8=',2021-12-01 18:53:15,comment,0.999589622020721,Complaints,"{'label': 'anger', 'score': 0.9083117842674255}",anger,0.9083117842674256,not being a party pooper but he doe realize there is no legal precedent for this other similar action brought in other commonwealth country have been shot down,['party'],party
16,16,16,0,b'gAAAAABjLvrb-e-KmEIan0x9eY5tQVq76JjuXRteMqBafm1pNFT_XMQhwAB0sc_hpqX6-jM32eI2XRqTiulcShddaGeT3JgNF1RNkxXR2K0m7kkFMOCY3CA=',https:// elijahlist.com/ words/ display_word.htm l?ID=26486,b'gAAAAABjLvrb7GiEJbcCylHqW20O5-hOX4PTUpZN9RqJVMj2AWC1zJki-WLIa9ybK1yzkpgAhw-Za9YbpgppSGhy58v1V7m_ohcPEOZcT27htv6LfVazGq0=',2021-12-01 18:53:15,comment,0.998247027397155,Others,"{'label': 'joy', 'score': 0.6168929934501648}",joy,0.6168929934501648,http word htm l id,[],
17,17,17,0,b'gAAAAABjLvrb1lcT4UvvuufF4Pf_JYyvBzCqZKisM1mz8gZMbGNVIzREFeYx17y2nsMHOeNzwTIR50MfdD_mwHeYo1tbetLdfxH8Vn-2SEue8IJzuOlq89c=',Pam Cheong Cheong,b'gAAAAABjLvrbpSM5xGbRmYDA_p9yRbN0dZpQDbLnxQtAnQLm3T5qEVI8EMIfWgQ80x38OdhmQwaPKxQ7NhyNzDwI-WM0SA97EQznujs_K5IsbMJ0oPgDYek=',2021-12-01 18:53:15,comment,0.999858140945434,Others,"{'label': 'anger', 'score': 0.4531424343585968}",anger,0.4531424343585968,pam cheong cheong,['pam cheong'],pam cheong
18,18,18,0,b'gAAAAABjLvrbv-S8FxT7F4rX7zUDLqHa7L0A9a9ZLB3jceYje4vDPpbhGmsChLMfTEvLr3QUgymtqOCmx-qXqI4ESRArZfaypHI-pGln4N_4J5ujPuYtVOU=',Healing the Divide  Now Iris is the target of PAP group  Read the page here  https:// www.facebook.com / 429697574435976/ posts/ 1160193421386384 /,b'gAAAAABjLvrb_uKkFeCn3LR2lvMrf-ZAQpbn0C6P9-OVBfUVxNY4HDnKuwXR9bsjF2o7teblbaMdxP7H9Evm-8WCr4dTxPlQ0HKCF6Oo2mdMtvc3Y5xc5lc=',2021-12-01 18:53:15,comment,0.99985659122467,Others,"{'label': 'joy', 'score': 0.9128479361534119}",joy,0.912847936153412,healing the divide now iris is the target of pap group read the page here http post,[],
19,19,19,0,b'gAAAAABjLvrbTnf-bwm5Pt2KX7Cn37RAfRRVH-K8DR2jJwjqw6GDTB-kFe4Wle32SXW7tv_IxFtNpwCAi_Bs3VDgDB4cQt3-OjukrOQbPkYjoW5QMncshxo=',https:// www.forbes.com/ sites/joewalsh/ 2021/11/30/ judge-halts-bide ns-covid-vaccin e-mandate-for-h ealthcare-worke rs-nationwide/ amp/,b'gAAAAABjLvrb2wgFttx9GvXNcnJMZjI0fP7sl-EnXGB-fNDE3uL6gTt3YV0Ze0joT9kzoIVbmNOQl5B34M64ZT5TQCuDyxDtUFmxWwETfi5ZV4K3ZVZUG-Y=',2021-12-01 00:00:00,comment,0.550200283527374,Vaccines_Ineffective,"{'label': 'joy', 'score': 0.7997462749481201}",joy,0.7997462749481201,http site joewalsh amp,[],
20,20,20,0,b'gAAAAABjLvrbbB65iFsgvfBibXl8cjRQDoxpT60TPog7OBJSS2_10LzL43xMlyxmVS_WM6Y-e0xuIgk076a2d2pRFCw6JItO0QRHArsWb4B-wT7igDG0WY4=',"LOL this is truly a match made in heaven. The crazy anti-vaxxers truly deserve this fella, vice versa.",b'gAAAAABjLvrbx7gcbEL9cKBIMI4doD3oU3Ui7NriEZi_SrgXcNXNvCiDyLTJMLrEUVxpj1Bys3NuzCGoBl3K8OzymDFW7T8a3TThtx_mbecZYr5KYcXJfU0=',2021-12-03 00:00:00,comment,0.999151945114135,Vaccines_HealthRisk,"{'label': 'anger', 'score': 0.9667882323265076}",anger,0.9667882323265076,lol this is truly a match made in heaven the crazy truly deserve this fella vice versa,[],
21,21,21,0,b'gAAAAABjLvrbt8DAdqR2n7wpq_Pm6gbxn3mJgQWTo7aYAYIq2eRAj5sfgs1KOnS1Pa8pKjie2u3OjF9tHPVOQH7Mf56tkbDC0-jBe00rpDSFpoBrJ9asq_U=',They are Not anti vaxxers. They are anti coercion.,b'gAAAAABjLvrb8pR8uRnMk_OibbVq2esLHhYH3CqLKqy6gLzQHnxJU592YUfKrPjr-kvzjcUBWtZ6QtmOeGWWF94pqWBQw20xJlP12oHm2RlrgGI8A7iSFc8=',2021-12-05 00:00:00,comment,0.999819815158844,Vaccines_Ineffective,"{'label': 'anger', 'score': 0.9946950078010559}",anger,0.994695007801056,they are not anti vaxxers they are anti coercion,[],
22,22,22,0,b'gAAAAABjLvrbm4De64aG6ukb1mB67HBmeTc0lmy4I2JyCMPBHUp4BWCsRUaXEIWVgnVNLBHC5IdbZ4g_f7CNYmlelMAQfyrInhwUhHwz-3d0Kk-a4Phgxkg=',Immuno-Erosion  https:// www.bitchute.com /video/ Hg1icQucDGc5/,b'gAAAAABjLvrbaxFmSpGVT5n0f4JIMzJbAySW8FvdrM_7cZ1icZYzlXTGdxavNxIiFhGdFMI9e7WNJ2YNoRYnRJtaESImMFueAg8w65b5zNUh720oWWH-TAU=',2021-12-05 00:00:00,comment,0.916289150714874,Vaccines_HealthRisk,"{'label': 'fear', 'score': 0.46766552329063416}",fear,0.4676655232906341,http video,[],
23,23,23,0,b'gAAAAABjLvrbNE6UKg4Nb9VGGHiW7pgMroZjbkZlWLN_8nCnyhcCe_it4rTX762qLNtTL3dtF4hrrgbtw1a0go3hjxVRFrRRKDEH4jNPrigsUStigCPm1Tw=',https:// youtu.be/ nwVr2ln_030,b'gAAAAABjLvrb2r4fzkkXMD4SNN2ohatANJ0MoyKS5olMFZuVNOerHW-D1d5HGpmH7fdW2n5b8-BxpKePp0a4z0zVcBEtcXZR0j3ZwI4-z6V1LWrbEZQNJL0=',2021-12-06 00:00:00,comment,0.675294339656829,Vaccines_HealthRisk,"{'label': 'joy', 'score': 0.5275208950042725}",joy,0.5275208950042725,http nwvr,[],
24,24,24,0,b'gAAAAABjLvrbj4unogqiVtlTTMl2mPtqtI7ksgb_KvQEr-k8W0gxfN-QC-LXvZpOYmXpAbp3m49vUztJQkFiE4yquevwvKbJHKLMmJz99R_rueUI1ummJ_8=',"At end of video through Robin Father God says Now its Lifting of heads, Games Over https:// www.facebook.com / 204961229556578/ posts/ 5031102876942365 /",b'gAAAAABjLvrbnj6V2hVwAkvMx2SgQNP7lmXuSyK6eKZC6yPyt-3muA4wqUnxjjAFxqJPJO85G1VOgqe7ASrrlYxfxnQVudf2mOdwFdrCZCEVLMYugXlZaoQ=',2021-12-07 04:37:00,comment,0.977070689201355,Others,"{'label': 'joy', 'score': 0.569718062877655}",joy,0.569718062877655,at end of video through robin father god say now it lifting of head game over http post,[],
